"Business File Number","License Type","Entity Name","Trade Name","Current License Status","Expiration Date","Facility Street Number","Facility Pre-Direction","Facility Street Name","Facility Street Type","Facility Unit Number","Facility City","Facility Zip Code"
"2010-BFN-1045386","Medical Marijuana Center","LIVWELL III, LLC","LIVWELL","License Issued - Active","9/9/2019 12:00:00 AM","1941","W","Evans","","","Denver","80223"
"2010-BFN-1047290","Medical Marijuana Center","MAYFLOWER GROUP, LLC","THE HEALTH CENTER","License Issued - Active","4/12/2020 12:00:00 AM","1736","N","DOWNING","ST","","DENVER","80218"
"2013-BFN-1069435","Retail Marijuana Store","KAZIMER LLC","BUD CELLAR","License Issued - Active","3/3/2020 12:00:00 AM","6666","E","Stapleton South","DR","","Denver","80216"
"2013-BFN-1067863","Med Marijuana Inf Prod Manuf","TR SCIENTIFIC, LLC","THE ROOT OF IT ALL","License Issued - Active","9/30/2019 12:00:00 AM","3770","N","JOLIET","ST","","DENVER","80239"
"2018-BFN-0001020","Retail Marijuana Store","KARMACEUTICALS LLC","KARMACUEUTICALS","License Issued - Active","6/21/2020 12:00:00 AM","4","S","Santa Fe","Dr","","Denver","80223"
"2018-BFN-0002828","Marijuana Transporter","COLORADO LOGISTICS LLC","","License Issued - Active","10/3/2019 12:00:00 AM","2145","S","Platte River","","","Denver","80223"
"2014-BFN-0005659","Retail Marijuana Test Facility","NORDIC ANALYTICAL LABORATORIES LLC","NORDIC ANALYTICAL LABORATORIES, LLC","License Issued - Active","10/5/2019 12:00:00 AM","3960","N","Grape","","","Denver","80207"
"2015-BFN-0001109","Retail Marijuana Store","MILE HIGH WELLNESS II, LLC","MILE HIGH WELLNESS - GREEN STREET","License Issued - Active","5/8/2020 12:00:00 AM","2291","S","KALAMATH","ST","","DENVER","80223"
"2010-BFN-1045851","Medical Marijuana Center","CAREGIVERS FOR LIFE, LLC","","License Issued - Active","7/24/2019 12:00:00 AM","310","N","SAINT PAUL","ST","","DENVER","80206"
"2010-BFN-1045831","Medical Marijuana Center","MILE HIGH MEDICAL CANNABIS, LLC","LIT","License Issued - Active","9/11/2019 12:00:00 AM","1630","N","Federal","","","Denver","80204"
"2014-BFN-1072525","Med Marijuana Inf Prod Manuf","MILE HIGH WELNESS II, LLC","GREEN STREET","License Issued - Active","12/15/2019 12:00:00 AM","2291","S","KALAMATH","ST","","DENVER","80223"
"2010-BFN-1048057","Medical Marijuana Center","FOX STREET  WELLNESS, LLC","FOX CANNABIS","License Issued - Active","9/11/2019 12:00:00 AM","4773","N","Fox","","","Denver","80216"
"2013-BFN-1069215","Retail Marijuana Store","A CUT OFF THE TOP MEDICAL MARIJUANA, LLC","","License Issued - Active","11/24/2019 12:00:00 AM","2059","W","9TH","AVE","","DENVER","80204"
"2014-BFN-1072226","Retail Marij Opt. Prem. Cultiv","RIA HOLDINGS LIMITED","LAUGHING GRASS","License Issued - Active","5/15/2020 12:00:00 AM","1110","W","VIRGINIA","AVE","2,3, AND 4","DENVER","80223"
"2014-BFN-0002198","Med Marijuana Opt Prem Cultiv","AREN & DAVES DREAM, LLC","SERGEANT GREEN LEAF","License Issued - Active","10/22/2019 12:00:00 AM","803","S","JASON","ST","","DENVER","80223"
"2013-BFN-1070406","Retail Marij Opt. Prem. Cultiv","SUMMIT WELLNESS","DENREC DENVER RECREATIONAL DISPENSARY","License Issued - Active","7/14/2020 12:00:00 AM","2211","S","JASON","ST","","DENVER","80223"
"2014-BFN-1071723","Med Marijuana Inf Prod Manuf","JVT ENTERPRISES, INC.","SPACE LAB","License Issued - Active","1/19/2020 12:00:00 AM","1075","S","JASON","ST","","DENVER",""
"2012-BFN-1061597","Med Marijuana Opt Prem Cultiv","WELLNESS CENTER OF THE ROCKIES, INC.","","License Issued - Active","9/30/2019 12:00:00 AM","2130","S","LIPAN","ST","","DENVER","80223"
"2013-BFN-1068989","Retail Marijuana Inf Prod Mfg","LOVE'S OVEN, LLC","LOVES OVEN","License Issued - Active","1/1/2020 12:00:00 AM","225","N","MARIPOSA","ST","","DENVER","80223"
"2017-BFN-0001793","Retail Marijuana Inf Prod Mfg","ROC LABS LLC","STANLEY BROTHERS","License Issued - Active","10/31/2019 12:00:00 AM","2704","W","8th","AVE","","Denver","80204"
"2015-BFN-0007634","Med Marijuana Opt Prem Cultiv","J&P INVESTMENTS, LLC","NEWT BROTHERS ARTISANAL","License Issued - Active","10/24/2019 12:00:00 AM","3850","E","48TH","AVE","","DENVER","80216"
"2016-BFN-0000781","Retail Marijuana Inf Prod Mfg","PEAK HOLDINGS GROUP, LLC","PEAK","License Issued - Active","4/21/2020 12:00:00 AM","3770","N","PARIS","ST","101","DENVER","80239"
"2016-BFN-0005478","Med Marijuana Inf Prod Manuf","EJB VENTURES, LLC","HARMONY EXTRACTS","License Issued - Active","8/24/2019 12:00:00 AM","4237","N","Josephine","","102 & 103","Denver","80216"
"2016-BFN-0008800","Retail Marij Opt. Prem. Cultiv","LBW CONSULTING GROUP, LLC","","License Issued - Active","4/3/2020 12:00:00 AM","5070","N","OAKLAND","ST","","DENVER","80239"
"2014-BFN-0004815","Retail Marijuana Store","3B-38, LLC","BUDDY BOY","License Issued - Active","6/15/2020 12:00:00 AM","4012","W","38TH","AVE","","DENVER","80212"
"2015-BFN-0000690","Retail Marij Opt. Prem. Cultiv","SAPPHIRE POINT GROUP, LLC","","License Issued - Active","4/13/2020 12:00:00 AM","10625","E","51st","AVE","101","Denver","80239"
"2010-BFN-1045757","Medical Marijuana Center","FIREHOUSE ORGANICS NORTH, LLC","FIREHOUSE ORGANICS","License Issued - Active","9/9/2019 12:00:00 AM","4401","N","ZENOBIA","ST","","DENVER","80212"
"2014-BFN-1071540","Retail Marijuana Inf Prod Mfg","COLORADO CANNABIS COMPANY, LLC","PURE MEDICAL DISPENSARY","License Issued - Active","8/14/2019 12:00:00 AM","505","W","40th","AVE","","Denver","80216"
"2013-BFN-1068827","Med Marijuana Inf Prod Manuf","CONSCIOUS CONFECTIONS, LLC","NATIVE ROOTS EXTRACTS","License Issued - Active","9/16/2019 12:00:00 AM","680","N","LIPAN","ST","","DENVER","80204"
"2013-BFN-1070318","Retail Marij Opt. Prem. Cultiv","RIVERROCK LLC","RIVERROCK","License Issued - Active","3/18/2020 12:00:00 AM","4935","N","York","ST","","Denver","80216"
"2014-BFN-1073525","Retail Marijuana Inf Prod Mfg","THCHOCOLATE, LLC","EVOLAB","License Issued - Active","11/6/2019 12:00:00 AM","5231","N","MONROE","ST","100","DENVER","80216"
"2010-BFN-1045802","Medical Marijuana Center","AMERICAN INDUSTRY, LLC","DENVER CLONE STORE","License Issued - Active","1/9/2020 12:00:00 AM","755","S","Federal","BLVD","5","Denver","80219"
"2012-BFN-1060764","Med Marijuana Opt Prem Cultiv","THE TEA POT, LLC","","License Issued - Active","1/18/2020 12:00:00 AM","2121","E","44TH","AVE","","DENVER","80216"
"2013-BFN-1068898","Retail Marijuana Store","ALTERNATIVE MEDICINE ON CAPITOL HILL LLC","","License Issued - Active","1/9/2020 12:00:00 AM","1301","N","MARION","ST","","DENVER","80218"
"2013-BFN-1069076","Retail Marijuana Store","DGS, INC.","THE KIND ROOM","License Issued - Active","1/22/2020 12:00:00 AM","1881","S","BROADWAY","","","DENVER","80210"
"2017-BFN-0006139","Med Marijuana Inf Prod Manuf","COLORADO MOONROCKS LLC","","License Issued - Active","8/29/2019 12:00:00 AM","5095","N","Colorado","Blvd","","Denver","80216"
"2018-BFN-0002885","Retail Marij Opt. Prem. Cultiv","LIGHTSHADE LABS, LLC","LIGHTSHADE","License Issued - Active","8/9/2019 12:00:00 AM","5290","E","43rd","AVE","","Denver","80216"
"2018-BFN-0003279","Retail Marij Opt. Prem. Cultiv","PERSONALIZED ORGANIC TREATMENTS LLC","","License Issued - Active","11/28/2019 12:00:00 AM","11122","E","47th","Ave","","Denver","80239"
"2013-BFN-1061080","Med Marijuana Opt Prem Cultiv","BEYOND BROADWAY, LLC","LIVWELL","License Issued - Active","10/1/2019 12:00:00 AM","432","S","BROADWAY","","","DENVER","80209"
"2010-BFN-1048382","Medical Marijuana Center","505 CENTER, LLC","PURE MEDICAL DISPENSARY","License Issued - Active","10/8/2019 12:00:00 AM","505","W","40TH","AVE","","DENVER","80216"
"2013-BFN-1069493","Retail Marij Opt. Prem. Cultiv","GREEN KIWI 2, LLC","LIVWELL","License Issued - Active","1/28/2020 12:00:00 AM","1660","E","40TH","AVE","","DENVER","80205"
"2014-BFN-1074230","Med Marijuana Opt Prem Cultiv","SWEETWATER PARTNERS, LLC","WS THE RUBY","License Issued - Active","10/23/2019 12:00:00 AM","1301","S","CHEROKEE","ST","","DENVER","80223"
"2014-BFN-0003256","Med Marijuana Inf Prod Manuf","B'S TREATS LLC","","License Issued - Active","6/10/2020 12:00:00 AM","1952","S","ACOMA","ST","","DENVER","80223"
"2010-BFN-1045918","Medical Marijuana Center","3B-KALAMATH, LLC","BUDDY BOY","License Issued - Active","9/10/2019 12:00:00 AM","120","S","KALAMATH","ST","","DENVER","80223"
"2012-BFN-1063131","Med Marijuana Inf Prod Manuf","WPJJ LLC","EUREKA VAPOR","License Issued - Active","9/30/2019 12:00:00 AM","2190","S","JASON","ST","","DENVER","80223"
"2013-BFN-1069097","Retail Marij Opt. Prem. Cultiv","COLORADO KIND HOLDINGS, LLC","COLORADO KIND","License Issued - Active","4/11/2020 12:00:00 AM","4600","N","IRONTON","ST","101","DENVER","80239"
"2013-BFN-1068991","Retail Marijuana Store","NUTRITIONAL ELEMENTS, LLC","THE HEALTH CENTER","License Issued - Active","4/9/2020 12:00:00 AM","2777","S","COLORADO","BLVD","","DENVER","80222"
"2016-BFN-0004370","Retail Marijuana Inf Prod Mfg","AVICENNA PRODUCTS LLC","HIGH TECH CONCENTRATES","License Issued - Active","9/16/2019 12:00:00 AM","3950","N","GRAPE","ST","","DENVER","80207"
"2015-BFN-0007784","Retail Marij Opt. Prem. Cultiv","URBANE DEVELOPERS LLC","","License Issued - Active","12/28/2019 12:00:00 AM","2191","S","JASON","ST","","DENVER","80223"
"2015-BFN-0007808","Med Marijuana Opt Prem Cultiv","YUMA WAY LLC","1136 YUMA","License Issued - Active","4/13/2020 12:00:00 AM","1136","N","YUMA","CT","","DENVER","80204"
"2015-BFN-0008222","Med Marijuana Opt Prem Cultiv","VIRGINIA'S KITCHEN, LLC","BLUEKUDU","License Issued - Active","2/10/2020 12:00:00 AM","4805","N","KINGSTON","ST","","DENVER","80239"
"2015-BFN-0000248","Medical Marijuana Center","SMOKED COLORADO, INC.","SMOKED","License Issued - Active","7/22/2020 12:00:00 AM","2268","S","DELAWARE","ST","","DENVER","80223"
"2015-BFN-0000449","Retail Marij Opt. Prem. Cultiv","UNIVERSAL HERBS, LLC","UNIVERSAL HERBS","License Issued - Active","9/22/2019 12:00:00 AM","5959","E","39TH","AVE","102","DENVER","80207"
"2010-BFN-1045695","Medical Marijuana Center","WELLNESS CENTER OF THE ROCKIES, INC.","","License Issued - Active","8/20/2019 12:00:00 AM","6853","","LEETSDALE","DR","","DENVER","80224"
"2010-BFN-1045740","Medical Marijuana Center","DOCTOR'S ORDERS, LLC","DOCTOR'S ORDERS","License Issued - Active","10/16/2019 12:00:00 AM","1406","W","38TH","AVE","","DENVER","80211"
"2012-BFN-1060792","Med Marijuana Opt Prem Cultiv","GREEN CROSS LLC","GREEN CROSS OF CHERRY CREEK","License Issued - Active","10/1/2019 12:00:00 AM","5225","N","MONROE","ST","","DENVER","80216"
"2012-BFN-1061550","Med Marijuana Opt Prem Cultiv","IHN HOLDINGS LLC","5280 WEEDERY LLC","License Issued - Active","9/25/2019 12:00:00 AM","3895","E","45TH","AVE","","DENVER","80216"
"2013-BFN-1068985","Retail Marij Opt. Prem. Cultiv","SWEETWATER PARTNERS LLC","THE PREZ","License Issued - Active","1/16/2020 12:00:00 AM","4240","N","KEARNEY","ST","","DENVER","80216"
"2017-BFN-0001430","Retail Marij Opt. Prem. Cultiv","DJR COLORADO LLC","","License Issued - Active","4/26/2020 12:00:00 AM","4755","N","Lima","ST","","Denver","80239"
"2015-BFN-0006106","Retail Marijuana Store","LIGHTSHADE LABS, LLC","LIGHTSHADE","License Issued - Active","2/3/2020 12:00:00 AM","745","E","6TH","AVE","","DENVER","80203"
"2017-BFN-0000779","Med Marijuana Inf Prod Manuf","CONSCIOUS CONFECTIONS II, LLC","NATIVE ROOTS EXTRACT","License Issued - Active","11/21/2019 12:00:00 AM","4990","N","Dahlia","St","","Denver","80216"
"2017-BFN-0002863","Retail Marij Opt. Prem. Cultiv","ANIMAS HERBAL WELLNESS CENTER INC.","","License Issued - Active","8/23/2019 12:00:00 AM","1101","S","BANNOCK","ST","","DENVER","80223"
"2010-BFN-1048130","Medical Marijuana Center","A CUT OFF THE TOP MEDICAL MARIJUANA LLC","","License Issued - Active","10/25/2019 12:00:00 AM","2059","W","9TH","AVE","","DENVER","80204"
"2010-BFN-1045510","Medical Marijuana Center","ALTERNATIVE MEDICINE ON CAPITOL HILL LLC","","License Issued - Active","11/30/2019 12:00:00 AM","1301","N","MARION","ST","","DENVER","80218"
"2010-BFN-1045767","Medical Marijuana Center","DELTA-9 DELIGHTS LLC","REEFER MADNESS","License Issued - Active","9/9/2019 12:00:00 AM","4401","E","46th","","B","Denver","80216"
"2013-BFN-1064165","Med Marijuana Inf Prod Manuf","GAIA'S GARDEN, LLC","GIA'S GARDEN","License Issued - Active","9/26/2019 12:00:00 AM","4785","N","ELATI","ST","11","DENVER","80216"
"2014-BFN-1070925","Retail Marijuana Inf Prod Mfg","LAB 710, LLC","LAB 710","License Issued - Active","3/18/2020 12:00:00 AM","1346","W","CEDAR","AVE","","DENVER","80223"
"2012-BFN-1060730","Med Marijuana Opt Prem Cultiv","4625 EAST COLFAX, LLC","THE CLINIC ON COLFAX","License Issued - Active","10/1/2019 12:00:00 AM","5098","N","PARIS","ST","1","DENVER","80239"
"2012-BFN-1061548","Med Marijuana Opt Prem Cultiv","URBANE DEVELOPERS, LLC","","License Issued - Active","6/16/2020 12:00:00 AM","2191","S","JASON","ST","","DENVER","80223"
"2012-BFN-1061566","Med Marijuana Opt Prem Cultiv","METRO DENVER TELLURIDE HEALTH CENTER, LLC","THE HEMP CENTER","License Issued - Active","6/23/2020 12:00:00 AM","4570","N","JASON","ST","","DENVER","80211"
"2013-BFN-1068896","Retail Marij Opt. Prem. Cultiv","ALTERNATIVE MEDICINE ON CAPITOL HILL LLC","","License Issued - Active","1/9/2020 12:00:00 AM","231","N","WYANDOT","ST","","DENVER","80223"
"2016-BFN-0002754","Med Marijuana Test Facility","TERRA HEALTH CARE LABS INC","AGRISCIENCE LABS","License Issued - Active","7/20/2019 12:00:00 AM","2120","S","BIRCH","ST","","DENVER","80222"
"2012-BFN-1061009","Medical Marijuana Center","STONE T.M.C., LLC","THE STONE DISPENSARY","License Issued - Active","9/8/2019 12:00:00 AM","4820","","Morrison","","","Denver","80219"
"2013-BFN-1070410","Retail Marij Opt. Prem. Cultiv","ALTITUDE WELLNESS CENTER, LLC","NATURE'S HERBS & WELLNESS DTC","License Issued - Active","12/9/2019 12:00:00 AM","1930","E","40th","AVE","","Denver","80205"
"2013-BFN-1070415","Retail Marij Opt. Prem. Cultiv","LEAN LLC","LEAN, LLC","License Issued - Active","2/26/2020 12:00:00 AM","1197","S","BANNOCK","ST","","DENVER","80223"
"2013-BFN-1069366","Retail Marijuana Store","HIGH COUNTRY SUPPLY LLC","COLORADO HARVEST COMPANY","License Issued - Active","1/6/2020 12:00:00 AM","1178","S","KALAMATH","ST","","DENVER","80223"
"2012-BFN-1061552","Med Marijuana Opt Prem Cultiv","DOCTORS ORDERS LLC","DOCTORS ORDERS","License Issued - Active","5/2/2020 12:00:00 AM","2323","S","LIPAN","ST","","DENVER","80223"
"2013-BFN-1069109","Retail Marij Opt. Prem. Cultiv","DOCTOR'S ORDERS, LLC","DOCTOR'S ORDERS","License Issued - Active","5/29/2020 12:00:00 AM","1395","S","ACOMA","ST","","DENVER","80223"
"2013-BFN-1068934","Retail Marijuana Store","COLORADO HEALTH CONSULTANTS, LLC","STARBUDS","License Issued - Active","1/7/2020 12:00:00 AM","4690","N","BRIGHTON","BLVD","","DENVER","80216"
"2013-BFN-1068350","Med Marijuana Opt Prem Cultiv","MILE HIGH MEDICAL, LLC","MMJ AMERCIA UPTOWN","License Issued - Active","10/28/2019 12:00:00 AM","2042","","ARAPAHOE","ST","","DENVER","80205"
"2013-BFN-1069000","Retail Marijuana Store","DKC, LLC","DENVER KUSH CLUB","License Issued - Active","1/1/2020 12:00:00 AM","2615","","WELTON","ST","","DENVER","80205"
"2014-BFN-0005394","Retail Marij Opt. Prem. Cultiv","R.D. INDUSTRIES LLC","","License Issued - Active","2/11/2020 12:00:00 AM","10555","E","45TH","AVE","","DENVER","80239"
"2013-BFN-1069489","Retail Marijuana Store","GREEN KIWI 2, LLC","LIVWELL","License Issued - Active","2/13/2020 12:00:00 AM","3980","N","FRANKLIN","ST","101","DENVER","80205"
"2013-BFN-1067918","Med Marijuana Opt Prem Cultiv","NKHAT LLC","FROST HARVEST","License Issued - Active","9/30/2019 12:00:00 AM","801","W","BAYAUD","AVE","","DENVER","80223"
"2014-BFN-1071718","Medical Marijuana Center","JVT ENTERPRISES, INC.","COLORADO CANNABIS CONNECTION","License Issued - Active","7/8/2020 12:00:00 AM","4550","S","KIPLING","ST","4","DENVER","80127"
"2014-BFN-1071722","Retail Marijuana Inf Prod Mfg","HERBAL MEDICAL INSTITUTE, LLC","DRAGON ORIGINALS","License Issued - Active","10/8/2019 12:00:00 AM","4640","N","Ironton","","","Denver","80239"
"2010-BFN-1045914","Medical Marijuana Center","RJJ HIGHLANDS, LLC","NATIVE ROOTS HIGHLANDS","License Issued - Active","9/11/2019 12:00:00 AM","2209","W","32ND","AVE","","DENVER","80211"
"2013-BFN-1064834","Med Marijuana Inf Prod Manuf","Mx, LLC","","License Issued - Active","3/20/2020 12:00:00 AM","3855","N","QUENTIN","ST","","DENVER","80239"
"2013-BFN-1069002","Retail Marij Opt. Prem. Cultiv","DKC, LLC","DENVER KUSH CLUB","License Issued - Active","1/1/2020 12:00:00 AM","4960","N","JACKSON","ST","","DENVER","80216"
"2016-BFN-0004377","Retail Marij Opt. Prem. Cultiv","GUARANTEED GREEN LTD","OLIO","License Issued - Active","5/31/2020 12:00:00 AM","4800","N","OAKLAND","ST","3","DENVER","80239"
"2016-BFN-0002493","Med Marijuana Test Facility","AGRICOR LABORATORIES, LLC","","License Issued - Active","7/8/2020 12:00:00 AM","1001","S","GALAPAGO","ST","","DENVER","80223"
"2015-BFN-0006281","Medical Marijuana Center","SUMMIT WELLNESS","DEN-REC DENVER RECREATIONAL DISPENSARY","License Issued - Active","10/2/2019 12:00:00 AM","2042","S","BANNOCK","ST","","DENVER","80223"
"2012-BFN-1061658","Med Marijuana Opt Prem Cultiv","5110 SANCTUARY LLC","EVERBLOOM","License Issued - Active","6/6/2020 12:00:00 AM","5110","N","RACE","ST","","DENVER","80216"
"2010-BFN-1048103","Medical Marijuana Center","COLORADO FARMS, INC.","","License Issued - Active","12/2/2019 12:00:00 AM","11975","E","40TH","AVE","","DENVER","80239"
"2010-BFN-1045706","Medical Marijuana Center","KARMACEUTICALS LLC","KARMACEUTICALS","License Issued - Active","9/11/2019 12:00:00 AM","4","S","SANTA FE","DR","","DENVER","80223"
"2012-BFN-1061631","Med Marijuana Opt Prem Cultiv","DENVER DISPENSARY, LLC","DENVER DISPENSARY LLC","License Issued - Active","2/1/2020 12:00:00 AM","4975","N","VASQUEZ","BLVD","","DENVER","80216"
"2012-BFN-1061574","Med Marijuana Opt Prem Cultiv","MEDICALLY CORRECT LLC","INCREDIBLES","License Issued - Active","6/18/2020 12:00:00 AM","1308","S","JASON","ST","","DENVER","80223"
"2013-BFN-1070405","Retail Marijuana Store","COMPASSIONATE CARE GIVERS, INC","CANNABIS STATION","License Issued - Active","6/9/2020 12:00:00 AM","1201","","20TH","ST","","DENVER","80202"
"2013-BFN-1070007","Retail Marijuana Store","METRO CANNABIS, INC.","SILVER STEM FINE CANNABIS","License Issued - Active","4/15/2020 12:00:00 AM","8151","E","COLFAX","AVE","","DENVER","80220"
"2013-BFN-1070008","Retail Marij Opt. Prem. Cultiv","METRO CANNABIS, INC.","SILVER STEM FINE CANNABIS","License Issued - Active","9/30/2019 12:00:00 AM","1235","N","UMATILLA","ST","","DENVER","80204"
"2013-BFN-1068801","Med Marijuana Opt Prem Cultiv","MMJ CHEROKEE, LLC","MMJ AMERICA CHEROKEE","License Issued - Active","3/10/2020 12:00:00 AM","1155","S","CHEROKEE","ST","","DENVER","80223"
"2014-BFN-1070915","Med Marijuana Inf Prod Manuf","HERBANOIDS, LLC","HERBANOIDS","License Issued - Active","2/14/2020 12:00:00 AM","5060","N","LOGAN","ST","101","DENVER","80216"
"2012-BFN-1061546","Med Marijuana Opt Prem Cultiv","CONSCIOUS CONFECTIONS, LLC","NATIVE ROOTS EXTRACTS","License Issued - Active","9/27/2019 12:00:00 AM","680","N","LIPAN","ST","","DENVER","80204"
"2013-BFN-1069093","Retail Marij Opt. Prem. Cultiv","MILE HIGH MEDICAL CANNABIS, LLC","LIT","License Issued - Active","4/11/2020 12:00:00 AM","4611","E","46TH","AVE","","DENVER","80216"
"2013-BFN-1069096","Retail Marijuana Store","R.D. INDUSTRIES II, LLC","HOUSE OF DANKNESS","License Issued - Active","4/11/2020 12:00:00 AM","10555","E","45th","AVE","","Denver","80239"
"2013-BFN-1065290","Medical Marijuana Center","CONCENTRATE LLC","WOLF PAC CANNABIS","License Issued - Active","7/18/2020 12:00:00 AM","74","N","FEDERAL","BLVD","","DENVER","80219"
"2015-BFN-0003804","Med Marijuana Opt Prem Cultiv","ADAMS GREEN CROSSING LLC","ADAMS GREEN CROSSING","License Issued - Active","8/16/2019 12:00:00 AM","790","W","EVANS","AVE","","DENVER","80223"
"2016-BFN-0006284","Retail Marijuana Store","TRILL EVOLUTIONS, LLC","TRILL EVOLUTIONS","License Issued - Active","6/19/2020 12:00:00 AM","5550","N","Joliet","","","Denver","80239"
"2014-BFN-0004051","Retail Marij Opt. Prem. Cultiv","CONSCIOUS CONFECTIONS, LLC","NATIVE ROOTS EXTRACTS","License Issued - Active","4/1/2020 12:00:00 AM","680","N","LIPAN","ST","","DENVER","80204"
"2014-BFN-0005610","Retail Marijuana Store","JVJC HOLDINGS II, LLC","","License Issued - Active","3/18/2020 12:00:00 AM","105","E","7TH","AVE","","DENVER","80203"
"2015-BFN-0001059","Med Marijuana Opt Prem Cultiv","GRAND TRAVERSE HOLDINGS LLC","","License Issued - Active","9/10/2019 12:00:00 AM","4430","N","GARFIELD","ST","","DENVER","80216"
"2010-BFN-1045923","Medical Marijuana Center","HOBBY FARMS LLC","A CUT ABOVE","License Issued - Active","12/18/2019 12:00:00 AM","1911","S","BROADWAY","","","DENVER","80210"
"2010-BFN-1045509","Medical Marijuana Center","WASH PARK BOUTIQUE LLC","LUCY SKY CANNABIS BOUTIQUE","License Issued - Active","11/9/2019 12:00:00 AM","2394","S","BROADWAY","","","DENVER","80210"
"2010-BFN-1045795","Medical Marijuana Center","BACK TO THE GARDEN HEALTH & WELLNESS CENTER, LLC.","BACK TO THE GARDEN","License Issued - Active","9/10/2019 12:00:00 AM","1755","S","BROADWAY","","","DENVER","80210"
"2012-BFN-1060948","Med Marijuana Opt Prem Cultiv","LITTLE GREEN PHARMACY INC","","License Issued - Active","10/1/2019 12:00:00 AM","4575","N","JOLIET","ST","","DENVER","80239"
"2012-BFN-1061058","Med Marijuana Inf Prod Manuf","GREEN CROSS COLORADO, LLC","GREEN CROSS COLORADO","License Issued - Active","12/9/2019 12:00:00 AM","660","N","BRYANT","ST","STE 101","DENVER",""
"2013-BFN-1064126","Med Marijuana Opt Prem Cultiv","LYONS FINEST CONFIDENTIAL CARE, LLC","","License Issued - Active","5/1/2020 12:00:00 AM","11080","E","47TH","AVE","","DENVER","80239"
"2013-BFN-1070417","Retail Marij Opt. Prem. Cultiv","THE HERBAL CURE, LLC","","License Issued - Active","5/15/2020 12:00:00 AM","2209","S","JASON","ST","","DENVER","80223"
"2010-BFN-1048184","Medical Marijuana Center","RD INDUSTRIES II, LLC","HOUSE OF DANKNESS","License Issued - Active","9/27/2019 12:00:00 AM","10555","E","45TH","AVE","","DENVER","80239"
"2012-BFN-1060804","Med Marijuana Opt Prem Cultiv","CPM LAKEWOOD, LLC","AJOYA MEDICAL CANNABIS","License Issued - Active","6/16/2020 12:00:00 AM","1975","S","BANNOCK","ST","","DENVER","80223"
"2013-BFN-1068510","Medical Marijuana Center","POTCO, LLC","POTCO","License Issued - Active","7/2/2020 12:00:00 AM","11101","E","51ST","AVE","","DENVER","80239"
"2013-BFN-1069397","Retail Marijuana Store","DISCOUNT MEDICAL MARIJUANA, LLC","HIGH LEVEL HEALTH","License Issued - Active","4/3/2020 12:00:00 AM","2028","E","COLFAX","AVE","","DENVER","80206"
"2015-BFN-0007553","Med Marijuana Opt Prem Cultiv","CONNOISSEURS GENETICS & CONCENTRATES","","License Issued - Active","4/7/2020 12:00:00 AM","2255","S","KALAMATH","ST","","DENVER","80223"
"2015-BFN-0007874","Med Marijuana Opt Prem Cultiv","EJB VENTURES, LLC","HARMONY EXTRACTS","License Issued - Active","4/18/2020 12:00:00 AM","121","N","MARIPOSA","ST","","DENVER","80223"
"2015-BFN-0008482","Med Marijuana Opt Prem Cultiv","TESLA LLC","","License Issued - Active","9/19/2019 12:00:00 AM","4155","N","GRAPE","ST","","DENVER","80216"
"2016-BFN-0005363","Retail Marij Opt. Prem. Cultiv","GREENLINE FEDERAL, LLC","","License Issued - Active","10/12/2019 12:00:00 AM","2640","E","43RD","AVE","","DENVER","80216"
"2015-BFN-0001994","Retail Marijuana Store","HADCAV ENTERPRISES INC.","PURE MEDICAL DISPENSARY","License Issued - Active","8/18/2019 12:00:00 AM","5702","E","COLFAX","AVE","","DENVER","80220"
"2014-BFN-0004524","Retail Marij Opt. Prem. Cultiv","GREEN LEAF, LLC","","License Issued - Active","12/8/2019 12:00:00 AM","890","N","NAVAJO","ST","","DENVER","80204"
"2010-BFN-1045925","Medical Marijuana Center","COMPASSIONATE CARE GIVERS INC","CANNABIS STATION","License Issued - Active","7/11/2020 12:00:00 AM","1201","","20TH","ST","","DENVER","80202"
"2010-BFN-1045682","Medical Marijuana Center","DISCOUNT MEDICAL MARIJUANA, LLC","HIGH LEVEL HEALTH","License Issued - Active","5/18/2020 12:00:00 AM","970","N","LINCOLN","ST","","DENVER","80203"
"2010-BFN-1045837","Medical Marijuana Center","HIGH COUNTRY SUPPLY, LLC","COLORADO HARVEST COMPANY","License Issued - Active","8/24/2019 12:00:00 AM","1568","S","BROADWAY","","","DENVER","80210"
"2012-BFN-1060853","Med Marijuana Opt Prem Cultiv","DGS, INC","THE KIND BLOOM","License Issued - Active","11/7/2019 12:00:00 AM","1870","S","ACOMA","ST","","DENVER","80223"
"2012-BFN-1060595","Med Marijuana Opt Prem Cultiv","COLORADO COLITAS, LLC","HERBAL REMEDIES","License Issued - Active","6/25/2020 12:00:00 AM","1920","S","CHEROKEE","ST","","DENVER","80223"
"2014-BFN-0002263","Retail Marijuana Store","BALLPARK HOLISTIC DISPENSARY CORP","BALLPARK HOLISTIC DISPSENSARY","License Issued - Active","8/25/2019 12:00:00 AM","2119","","LARIMER","ST","1","DENVER","80205"
"2017-BFN-0001794","Retail Marijuana Store","3B-FEDERAL1, LLC","BUDDY BOY","License Issued - Active","4/5/2020 12:00:00 AM","155","N","Federal","BLVD","","Denver","80219"
"2015-BFN-0008069","Retail Marijuana Store","KTA LLC","THE LODGE","License Issued - Active","10/6/2019 12:00:00 AM","82","S","FEDERAL","BLVD","","DENVER","80219"
